age,num_ooids,all_carbonate,carb_no_ooids,all_sediment,sed_no_ooids,all_dolomite,dol_no_ooids
912,6.0,9.0,5.0,17.0,11.0,9.0,5.0
913,6.0,9.0,5.0,17.0,11.0,9.0,5.0
914,6.0,9.0,5.0,17.0,11.0,9.0,5.0
915,6.0,9.0,5.0,17.0,11.0,9.0,5.0
916,6.0,9.0,5.0,17.0,11.0,9.0,5.0
917,6.0,9.0,5.0,17.0,11.0,9.0,5.0
918,6.0,9.0,5.0,17.0,11.0,9.0,5.0
919,6.0,9.0,5.0,17.0,11.0,9.0,5.0
920,6.0,9.0,5.0,17.0,11.0,9.0,5.0
921,6.0,9.0,5.0,17.0,11.0,9.0,5.0
922,6.0,9.0,5.0,17.0,11.0,9.0,5.0
923,6.0,9.0,5.0,17.0,11.0,9.0,5.0
924,6.0,9.0,5.0,17.0,11.0,9.0,5.0
925,6.0,9.0,5.0,17.0,12.0,9.0,5.0
926,6.0,9.0,5.0,17.0,12.0,9.0,5.0
927,6.0,9.0,5.0,17.0,12.0,9.0,5.0
928,6.0,9.0,5.0,17.0,12.0,9.0,5.0
929,6.0,9.0,5.0,17.0,12.0,9.0,5.0
930,6.0,9.0,5.0,17.0,12.0,9.0,5.0
931,5.0,8.0,5.0,15.0,11.0,8.0,5.0
932,5.0,8.0,5.0,15.0,11.0,8.0,5.0
933,5.0,8.0,5.0,15.0,11.0,8.0,5.0
934,5.0,8.0,5.0,15.0,11.0,8.0,5.0
935,5.0,8.0,5.0,15.0,11.0,8.0,5.0
936,5.0,8.0,5.0,15.0,11.0,8.0,5.0
937,5.0,8.0,5.0,15.0,11.0,8.0,5.0
938,5.0,8.0,5.0,15.0,11.0,8.0,5.0
939,5.0,8.0,5.0,15.0,11.0,8.0,5.0
940,5.0,8.0,5.0,15.0,11.0,8.0,5.0
941,5.0,8.0,5.0,15.0,11.0,8.0,5.0
942,5.0,8.0,5.0,15.0,11.0,8.0,5.0
943,5.0,8.0,5.0,15.0,11.0,8.0,5.0
944,5.0,8.0,5.0,15.0,11.0,8.0,5.0
945,5.0,8.0,5.0,15.0,11.0,8.0,5.0
946,5.0,8.0,5.0,15.0,11.0,8.0,5.0
947,5.0,8.0,5.0,15.0,11.0,8.0,5.0
948,5.0,8.0,5.0,15.0,11.0,8.0,5.0
949,5.0,8.0,5.0,15.0,11.0,8.0,5.0
950,5.0,8.0,5.0,15.0,11.0,8.0,5.0
951,5.0,8.0,5.0,15.0,11.0,8.0,5.0
952,4.0,8.0,5.0,14.0,11.0,8.0,5.0
953,4.0,8.0,5.0,15.0,12.0,8.0,5.0
954,4.0,8.0,5.0,14.0,11.0,8.0,5.0
955,4.0,8.0,5.0,14.0,11.0,8.0,5.0
956,4.0,8.0,5.0,14.0,11.0,8.0,5.0
957,4.0,8.0,5.0,14.0,11.0,8.0,5.0
958,4.0,8.0,5.0,14.0,11.0,8.0,5.0
959,4.0,7.0,4.0,13.0,10.0,7.0,4.0
960,4.0,7.0,4.0,13.0,10.0,7.0,4.0
961,4.0,7.0,4.0,13.0,10.0,7.0,4.0
962,4.0,7.0,4.0,13.0,10.0,7.0,4.0
963,4.0,7.0,4.0,12.0,9.0,7.0,4.0
964,4.0,7.0,4.0,12.0,9.0,7.0,4.0
965,4.0,7.0,4.0,12.0,9.0,7.0,4.0
966,4.0,7.0,4.0,12.0,9.0,7.0,4.0
967,4.0,7.0,4.0,12.0,9.0,7.0,4.0
968,4.0,7.0,4.0,12.0,9.0,7.0,4.0
969,4.0,7.0,4.0,13.0,10.0,7.0,4.0
970,3.0,6.0,4.0,12.0,10.0,6.0,4.0
971,3.0,6.0,4.0,12.0,10.0,6.0,4.0
972,3.0,6.0,4.0,12.0,10.0,6.0,4.0
973,3.0,6.0,4.0,12.0,10.0,6.0,4.0
974,3.0,6.0,4.0,12.0,10.0,6.0,4.0
975,3.0,6.0,4.0,11.0,9.0,6.0,4.0
976,3.0,6.0,4.0,11.0,9.0,6.0,4.0
977,3.0,6.0,4.0,11.0,9.0,6.0,4.0
978,3.0,6.0,4.0,11.0,9.0,6.0,4.0
979,3.0,6.0,4.0,11.0,9.0,6.0,4.0
980,3.0,6.0,4.0,11.0,9.0,6.0,4.0
981,3.0,6.0,4.0,11.0,9.0,6.0,4.0
982,3.0,6.0,4.0,11.0,9.0,6.0,4.0
983,3.0,6.0,4.0,11.0,9.0,6.0,4.0
984,3.0,6.0,4.0,11.0,9.0,6.0,4.0
985,3.0,6.0,4.0,11.0,9.0,6.0,4.0
986,3.0,6.0,4.0,11.0,9.0,6.0,4.0
987,3.0,6.0,4.0,11.0,9.0,6.0,4.0
988,3.0,6.0,4.0,11.0,9.0,6.0,4.0
989,3.0,6.0,4.0,11.0,9.0,6.0,4.0
990,3.0,6.0,4.0,11.0,9.0,6.0,4.0
991,3.0,6.0,4.0,11.0,9.0,6.0,4.0
992,3.0,6.0,4.0,11.0,9.0,6.0,4.0
993,3.0,6.0,4.0,11.0,9.0,6.0,4.0
994,3.0,6.0,4.0,11.0,9.0,6.0,4.0
995,3.0,6.0,4.0,11.0,9.0,6.0,4.0
996,3.0,6.0,4.0,11.0,9.0,6.0,4.0
997,3.0,6.0,4.0,11.0,9.0,6.0,4.0
998,3.0,6.0,4.0,11.0,9.0,6.0,4.0
999,3.0,6.0,4.0,11.0,9.0,6.0,4.0
1000,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1001,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1002,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1003,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1004,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1005,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1006,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1007,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1008,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1009,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1010,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1011,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1012,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1013,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1014,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1015,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1016,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1017,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1018,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1019,5.0,7.0,4.0,11.0,6.0,7.0,4.0
1020,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1021,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1022,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1023,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1024,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1025,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1026,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1027,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1028,5.0,7.0,4.0,12.0,7.0,7.0,4.0
1029,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1030,5.0,8.0,5.0,14.0,9.0,8.0,5.0
1031,5.0,8.0,5.0,14.0,9.0,8.0,5.0
1032,5.0,8.0,5.0,14.0,9.0,8.0,5.0
1033,5.0,8.0,5.0,14.0,9.0,8.0,5.0
1034,5.0,9.0,6.0,16.0,11.0,8.0,5.0
1035,5.0,9.0,6.0,15.0,10.0,8.0,5.0
1036,5.0,9.0,6.0,15.0,10.0,8.0,5.0
1037,5.0,9.0,6.0,15.0,10.0,8.0,5.0
1038,5.0,9.0,6.0,15.0,10.0,8.0,5.0
1039,5.0,9.0,6.0,15.0,10.0,8.0,5.0
1040,5.0,9.0,6.0,15.0,10.0,8.0,5.0
1041,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1042,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1043,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1044,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1045,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1046,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1047,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1048,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1049,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1050,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1051,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1052,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1053,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1054,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1055,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1056,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1057,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1058,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1059,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1060,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1061,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1062,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1063,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1064,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1065,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1066,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1067,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1068,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1069,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1070,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1071,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1072,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1073,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1074,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1075,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1076,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1077,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1078,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1079,5.0,9.0,6.0,14.0,9.0,8.0,5.0
1080,5.0,9.0,6.0,15.0,10.0,8.0,5.0
1081,5.0,9.0,6.0,15.0,10.0,8.0,5.0
1082,5.0,9.0,6.0,15.0,10.0,8.0,5.0
1083,5.0,9.0,6.0,15.0,10.0,8.0,5.0
1084,5.0,9.0,6.0,15.0,10.0,8.0,5.0
1085,5.0,8.0,5.0,14.0,9.0,7.0,4.0
1086,5.0,8.0,5.0,14.0,9.0,7.0,4.0
1087,5.0,8.0,5.0,14.0,9.0,7.0,4.0
1088,5.0,8.0,5.0,14.0,9.0,7.0,4.0
1089,5.0,8.0,5.0,14.0,9.0,7.0,4.0
1090,5.0,8.0,5.0,14.0,9.0,7.0,4.0
1091,5.0,8.0,5.0,13.0,8.0,7.0,4.0
1092,5.0,8.0,5.0,13.0,8.0,7.0,4.0
1093,5.0,8.0,5.0,13.0,8.0,7.0,4.0
1094,5.0,8.0,5.0,13.0,8.0,7.0,4.0
1095,5.0,8.0,5.0,13.0,8.0,7.0,4.0
1096,5.0,8.0,5.0,13.0,8.0,7.0,4.0
1097,5.0,8.0,5.0,13.0,8.0,7.0,4.0
1098,5.0,8.0,5.0,13.0,8.0,7.0,4.0
1099,5.0,8.0,5.0,13.0,8.0,7.0,4.0
1100,5.0,8.0,5.0,15.0,10.0,7.0,4.0
1101,5.0,8.0,5.0,15.0,10.0,7.0,4.0
1102,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1103,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1104,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1105,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1106,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1107,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1108,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1109,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1110,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1111,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1112,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1113,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1114,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1115,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1116,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1117,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1118,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1119,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1120,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1121,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1122,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1123,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1124,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1125,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1126,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1127,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1128,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1129,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1130,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1131,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1132,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1133,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1134,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1135,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1136,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1137,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1138,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1139,5.0,7.0,4.0,14.0,9.0,7.0,4.0
1140,5.0,7.0,4.0,15.0,10.0,7.0,4.0
1141,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1142,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1143,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1144,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1145,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1146,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1147,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1148,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1149,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1150,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1151,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1152,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1153,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1154,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1155,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1156,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1157,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1158,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1159,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1160,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1161,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1162,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1163,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1164,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1165,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1166,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1167,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1168,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1169,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1170,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1171,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1172,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1173,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1174,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1175,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1176,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1177,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1178,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1179,5.0,7.0,4.0,14.0,10.0,7.0,4.0
1180,5.0,7.0,4.0,15.0,11.0,7.0,4.0
1181,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1182,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1183,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1184,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1185,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1186,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1187,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1188,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1189,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1190,6.0,8.0,4.0,14.0,8.0,8.0,4.0
1191,6.0,8.0,4.0,14.0,8.0,8.0,4.0
1192,6.0,8.0,4.0,14.0,8.0,8.0,4.0
1193,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1194,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1195,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1196,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1197,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1198,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1199,5.0,7.0,4.0,13.0,8.0,7.0,4.0
1200,5.0,6.0,4.0,14.0,9.0,5.0,3.0
1201,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1202,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1203,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1204,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1205,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1206,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1207,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1208,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1209,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1210,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1211,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1212,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1213,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1214,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1215,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1216,4.0,6.0,4.0,13.0,9.0,5.0,3.0
1217,4.0,6.0,4.0,13.0,10.0,5.0,3.0
1218,4.0,6.0,4.0,13.0,10.0,5.0,3.0
1219,4.0,6.0,4.0,13.0,10.0,5.0,3.0
1220,4.0,6.0,4.0,13.0,10.0,5.0,3.0
1221,4.0,6.0,4.0,13.0,10.0,5.0,3.0
1222,4.0,6.0,4.0,13.0,10.0,5.0,3.0
1223,4.0,6.0,4.0,13.0,10.0,5.0,3.0
1224,4.0,6.0,4.0,13.0,10.0,5.0,3.0
1225,4.0,6.0,4.0,13.0,10.0,5.0,3.0
1226,4.0,6.0,4.0,12.0,9.0,5.0,3.0
1227,4.0,6.0,4.0,12.0,9.0,5.0,3.0
1228,4.0,6.0,4.0,12.0,9.0,5.0,3.0
1229,4.0,6.0,4.0,12.0,9.0,5.0,3.0
1230,4.0,6.0,4.0,12.0,9.0,5.0,3.0
1231,4.0,6.0,4.0,12.0,9.0,5.0,3.0
1232,4.0,6.0,4.0,12.0,9.0,5.0,3.0
1233,4.0,6.0,4.0,12.0,9.0,5.0,3.0
1234,4.0,7.0,5.0,14.0,11.0,6.0,4.0
1235,4.0,7.0,5.0,14.0,10.0,6.0,4.0
1236,4.0,7.0,5.0,14.0,10.0,6.0,4.0
1237,4.0,7.0,5.0,14.0,10.0,6.0,4.0
1238,4.0,7.0,5.0,14.0,10.0,6.0,4.0
1239,4.0,7.0,5.0,14.0,10.0,6.0,4.0
1240,4.0,7.0,5.0,15.0,11.0,6.0,4.0
1241,4.0,7.0,5.0,15.0,11.0,6.0,4.0
1242,4.0,7.0,5.0,15.0,11.0,6.0,4.0
1243,4.0,7.0,5.0,15.0,11.0,6.0,4.0
1244,4.0,8.0,6.0,16.0,12.0,6.0,4.0
1245,4.0,8.0,6.0,15.0,11.0,6.0,4.0
1246,4.0,8.0,6.0,15.0,11.0,6.0,4.0
1247,4.0,8.0,6.0,15.0,11.0,6.0,4.0
1248,4.0,8.0,6.0,15.0,11.0,6.0,4.0
1249,4.0,8.0,6.0,15.0,11.0,6.0,4.0
1250,4.0,8.0,6.0,17.0,13.0,6.0,4.0
1251,3.0,6.0,5.0,13.0,10.0,5.0,4.0
1252,3.0,6.0,5.0,14.0,11.0,5.0,4.0
1253,3.0,6.0,5.0,14.0,11.0,5.0,4.0
1254,3.0,6.0,5.0,14.0,11.0,5.0,4.0
1255,3.0,6.0,5.0,13.0,10.0,5.0,4.0
1256,3.0,6.0,5.0,13.0,10.0,5.0,4.0
1257,3.0,6.0,5.0,13.0,10.0,5.0,4.0
1258,3.0,6.0,5.0,13.0,10.0,5.0,4.0
1259,3.0,6.0,5.0,13.0,10.0,5.0,4.0
1260,3.0,6.0,5.0,13.0,10.0,5.0,4.0
1261,3.0,5.0,4.0,12.0,9.0,4.0,3.0
1262,3.0,5.0,4.0,12.0,9.0,4.0,3.0
1263,3.0,5.0,4.0,12.0,9.0,4.0,3.0
1264,3.0,5.0,4.0,12.0,9.0,4.0,3.0
1265,3.0,5.0,4.0,12.0,9.0,4.0,3.0
1266,3.0,5.0,4.0,12.0,10.0,4.0,3.0
1267,3.0,5.0,4.0,12.0,10.0,4.0,3.0
1268,3.0,5.0,4.0,12.0,10.0,4.0,3.0
1269,3.0,5.0,4.0,12.0,10.0,4.0,3.0
1270,3.0,5.0,4.0,12.0,10.0,4.0,3.0
1271,3.0,4.0,3.0,9.0,7.0,4.0,3.0
1272,3.0,4.0,3.0,9.0,7.0,4.0,3.0
1273,3.0,4.0,3.0,9.0,7.0,4.0,3.0
1274,3.0,4.0,3.0,9.0,7.0,4.0,3.0
1275,4.0,5.0,3.0,10.0,7.0,5.0,3.0
1276,4.0,5.0,3.0,10.0,7.0,5.0,3.0
1277,4.0,5.0,3.0,10.0,6.0,5.0,3.0
1278,4.0,5.0,3.0,10.0,6.0,5.0,3.0
1279,4.0,5.0,3.0,10.0,6.0,5.0,3.0
1280,4.0,5.0,3.0,10.0,6.0,5.0,3.0
1281,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1282,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1283,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1284,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1285,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1286,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1287,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1288,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1289,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1290,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1291,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1292,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1293,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1294,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1295,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1296,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1297,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1298,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1299,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1300,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1301,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1302,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1303,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1304,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1305,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1306,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1307,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1308,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1309,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1310,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1311,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1312,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1313,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1314,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1315,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1316,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1317,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1318,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1319,4.0,4.0,2.0,8.0,4.0,4.0,2.0
1320,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1321,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1322,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1323,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1324,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1325,4.0,4.0,2.0,9.0,5.0,4.0,2.0
1326,4.0,5.0,3.0,10.0,6.0,5.0,3.0
1327,4.0,5.0,3.0,10.0,6.0,5.0,3.0
1328,4.0,5.0,3.0,10.0,6.0,5.0,3.0
1329,4.0,5.0,3.0,10.0,6.0,5.0,3.0
1330,4.0,5.0,3.0,11.0,7.0,5.0,3.0
1331,4.0,5.0,3.0,11.0,7.0,5.0,3.0
1332,4.0,5.0,3.0,11.0,7.0,5.0,3.0
1333,4.0,5.0,3.0,11.0,7.0,5.0,3.0
1334,4.0,5.0,3.0,11.0,7.0,5.0,3.0
1335,4.0,5.0,3.0,11.0,7.0,5.0,3.0
1336,4.0,5.0,3.0,11.0,7.0,5.0,3.0
1337,4.0,5.0,3.0,12.0,8.0,5.0,3.0
1338,4.0,5.0,3.0,12.0,8.0,5.0,3.0
1339,4.0,5.0,3.0,12.0,8.0,5.0,3.0
1340,4.0,6.0,4.0,13.0,9.0,6.0,4.0
1341,4.0,6.0,4.0,13.0,9.0,6.0,4.0
1342,4.0,6.0,4.0,14.0,10.0,6.0,4.0
1343,4.0,6.0,4.0,13.0,9.0,6.0,4.0
1344,4.0,6.0,4.0,13.0,9.0,6.0,4.0
1345,4.0,6.0,4.0,13.0,9.0,6.0,4.0
1346,4.0,6.0,4.0,13.0,9.0,6.0,4.0
1347,4.0,6.0,4.0,13.0,9.0,6.0,4.0
1348,4.0,6.0,4.0,13.0,9.0,6.0,4.0
1349,4.0,6.0,4.0,13.0,9.0,6.0,4.0
1350,4.0,7.0,5.0,14.0,10.0,7.0,5.0
1351,4.0,7.0,5.0,14.0,11.0,7.0,5.0
1352,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1353,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1354,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1355,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1356,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1357,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1358,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1359,4.0,6.0,4.0,13.0,10.0,6.0,4.0
1360,4.0,7.0,5.0,15.0,12.0,7.0,5.0
1361,4.0,6.0,4.0,14.0,11.0,6.0,4.0
1362,4.0,6.0,4.0,14.0,11.0,6.0,4.0
1363,4.0,6.0,4.0,14.0,11.0,6.0,4.0
